title,singer,lyrics
너에게,이소라,"아직 나는 작지만 이미 정해진 길도 있지만
머리 숙이며 난 기다려 왔어 안녕 다 놀라지 마
재로 묻어 둔 푸른 꿈들은 오래전 너와 나의 기도였잖아
지친 날개를 고쳐 숨겨 접은 건 변한 게 아닌 걸 알잖아

오늘 나는 다른 하늘 날을래 
나도 모를 다른 나를 찾을래
너라는 큰 힘이 내게 있어 
오 그래 너는 나의 조금 간절한 인사야

잘은 모르겠지만 다들 웃는 말로 막겠지만
이날이 오기를 난 기다려 왔어 안녕 더 붙잡지 마
눈물로 깨물은 분의 나날들 굳은 다짐으로 이겨 나갈게
고마워 너는 멈춰선 나를 깊은 잠에서 깨웠잖아

이제 나는 다른 하늘 날을래 
나도 모를 다른 나를 찾을래
너라는 큰 힘이 내게 있어
오 그래 너는 나의 조금 간절한 인사야

오늘 나는 하늘 날을래
나도 모를 다른 나를 찾을래
너라는 큰 힘이 내게 있어
오 그래 너는 나의 오 이제 너는 나의
빛나는 오늘 나는 하늘 날을래
나도 모를 다른 나를 찾을래
너라는 큰 힘이 내게 있어
오 그래 너는 나의 조금 간절한 인사야"
My One And Only Love,이소라,"The very thought of you makes
My heart sing,
Like an April breeze
On the wings of spring.

And you appear in all your splendor,
My one and only love.

The shadow's fall ans spread their
Mystique charms in the hush of night,
While you're in my arms.

I feel your lips, so warm and tender,
My one and only love.

The touch of your hand is like heaven.
A heaven that I've never known.
The blush on your cheek,
Whenever I speak,
Tells me that you are my own.

You fill my eager heart with
Such desire,
Every kiss you give
Sets my soul on fire.

I give myself in sweet surrender,
My one and only love.

The touch of your hand is like heaven.
A heaven that I've never known.
The blush on your cheek,
Whenever I speak,
Tells me that you are my own.

You fill my eager heart with
Such desire.
Every kiss you give
Sets my soul on fire.
I give myself in sweet surrender,

My one and only love♥"
Hard To Say I'm Sorry,이소라,"Everybody needs a little time away I heard her say From each other  Even lovers need a holiday  Far away from each other  Hold me now It's hard for me to say I'm sorry I just want you to stay  After all that we've been through I will make it up to you I promise to And after all that’s been said and done You're just the part of me I can't let go

Couldn't stand to be kept away Just for the day From your body  Wouldn't want to be swept away  Far away from the one that I love  Hold me now It's hard for me to say I'm sorry I just want you to know Hold me now I really want to tell you I'm sorry I could never let you go

After all that we've been through
I will make it up to you
I promise to
And after all that’s been said and done
You're just the part of me I can't let go

After all that we've been through
I will make it up to you
I promise to"
가을 시선,이소라,"이제는 모두 돌아가 제 자리에 앉는다
불타는 열정에 가리워졌던 고운 얼굴들어
미소를 보내는 시간

떠나간 착한 연인들 서로 안부를 묻고
다락방 전설이 끝나기 전에 
그리운 손을 잡고 고맙다 인사를 하네

해는 유리 거울로 달은 그림자 너머
별은 벌거벗는 이 가슴에 
깊어지라고 더 깊어지라고
평화롭게 반짝이면서 안으로 뜨네
사랑…
아름다운 길 용서를 만드네
드높은 하늘 모든 것 이해하며 감싸 안아주는 
투명한 가을날 오후

모든것 이해하며 감싸 안아주는
투명한 가을날 오후"
Happy Christmas,이소라,"기억나요 우리 오래전 이렇게 했잖아요 눈이 오는 
크리스마스 전날밤이면 머리맡에 모두 기다란 양말 

잊었나요 우리 선물은 요술처럼 왔잖아 눈을 뜨면 
웬지 모를 설레임 밤새 누군가가 다녀 간거야

생각해봐요 이 모든 일들이 다시 우리에게 돌아와준다면
멋지잖아요 꿈같은 일들이 하루만이라도 이루어진다면

기대해봐요 누가 오는지 우리 안에 숨어있던 사람인가요
좋았나요 오늘 하루는 웃음이 나잖아요 동화속에서 본 

예쁜 밤하늘 별은 눈이 되어 내리고 있죠 기억나요 
우리 오래전 이렇게 했잖아요 눈이 오는 크리스마스 

하얀밤이면 벌써 누군가가 다녀간거야
눈이 와요 행복하세요 happy christmas"
믿음,이소라,"힘든가요 내가 짐이 됐나요 
음~ 마음을 보여줘요 
안된데도 아무 상관 없어요 
내 마음만 알아줘요 

다른 사람 친한 그댈 미워하는 나에 사랑이 모자랐나요 
늘 생각해요 

이것만 기억해요 우리가 헤어지면 
다시는 이런 사랑 또 없을테니 
내게 힘이 되 줘요 
난 기다려요 그대 난 영원해요 

우는 내가 많이 지겨웠나요 
음~그래요 이해해요 

많은 밤이 지나 그대 후회되면 
다시 내게로 돌아올 테니 
다 괜찮아요 

이것만 기억해요 우리가 헤어지면 
다시는 이런 사랑 또 없을테니 
내게 힘이 되 줘요 
난 기다려요 
그댈 난 원해 그댈 사랑해 그대 난 영원해요"
넌 날,이소라,"죽겠어 니가 뭘 해도 안 해도
따라 해도 싫어 말해야겠어
그 어떤 것도 하지 마
진정 나는 네가 싫어 지겨워

믿겠어 니가 뭐라고 말해도
말 안 해도 믿어 믿어야겠어
이렇게 말은 하지만
진정 싫어해 널

아깝 넌 날 나같이 해도
넌 날 애썼긴 해도 
넌 날 아무리 해도
맨날 그까짓 온갖 헛소리 해도 날

난 됐어 이제 너 착하게
사는데도 다 준대도
뭘 잘해도 니가 하는 게
다 괴롭게 해 날

아깝 넌 날 나같이 해도
넌 날 애썼긴 해도 
넌 날 아무리 해도
맨날 그깟 온갖 헛소리 해도 날

끝까지 해도 날

아깝 넌 날 뭐를 해도"
너는 나의,이소라,"혼자 사는 건 아닌가요 묻는 사람도 없어 
혼자 사는 건 아니죠 선잠이 깨면 울었어 
나 혼자 서 있다 수많은 밤이 흘렀어 

혼자 사는 건 아닌가요 묻는 사람도 없어 
혼자 사는 건 아니죠 선잠이 깨면 울었어 
나 혼자 서 있다 또 수많은 밤이 흘렀어 
나 혼자 서 있다 불안한 밤은 아니었어 

그대는 나를 위하여 너는 이제 나의 히어로 투나잇 
오 그대는 나를 위하여 너는 나의 히어로 please don't let me down 

나 혼자 서 있다 또 수많은 밤이 흘렀어 
나 혼자 서 있다 불안한 밤은 아니었어 

그대는 나를 위하여 너는 이제 나의 히어로 투나잇 
오 그대는 나를 위하여 너는 나의 히어로 I won't let you down 
그대는 나를 위하여 너는 이제 나의 히어로 투나잇 
오 그대는 나를 위하여 너는 나의 히어로 please don't let me down 
그대는 나를 위하여 너는 이제 나의 히어로 투나잇 
오 그대는 나를 위하여 너는 나의 히어로 please don't let me down"
흘러 All Through The Night,이소라,"wanna get it only time music big volume
wanna get it only time music 
뜨거운 음악이 흘러 사람들 하나 둘 모이면 
적당한 분위기 속에 참았다 힐끗 보네
wanna get it only time music big volume
wanna get it only time music 

술에 지나친 허그 아찔한 긴장이 흘러 
적당한 분위기 속에 참았던 마음을 보이네
wanna get it only time music big volume
wanna get it only time music 

음악이 흘러 사랑을 하고 시간이 흘러 wanna get it

wanna get it only time music big volume
wanna get it only time music 
wanna get it only time music 

음악이 흘러 사랑을 하고 시간이 흘러 wanna get it
I wanna stay up till midnight
wanna stay up all through the night 
I wanna stay with you tonight
Just wanna have you next to me 
I wanna stay up till midnight 
you set me free like a cloud
wanna stay up all through the night 
want you to stay and be mine
yeah i'm free i'm free i'm free i'm free like breeze
Just wanna have you next to me wanna get it"
Two Sleepy People,이소라,"Here we are, out of cigarettes
Holding hands and yawning
Look how late it gets.

Two Sleepy People
by dawn's early light,
And too much in love to say, ""Good night.""

Here we are, in the cozy chair
Pickin' on a wishbone
from the Frigidaire,

Two Sleepy People 
with nothing to say,
And too much in love to break away.

Do you remember
the nights we used to linger in the hall?
Your father didn't like me at all.

Do you remember
the reason why we married in the fall?
To rent this little nest
and get a bit of rest, well.

Here we are
just about the same
foggy little fella,
drowsy little dame.

Two Sleepy People
with nothing to say
and too much in love to break away.

Two Sleepy People
with nothing to say
and too much in love to break away.

Do you remember
the nights we used to linger in the hall?
Your father didn't like me at all.

Do you remember
The reasons why we married in the fall?
To rent this little nest
And get a bit of rest, well.

Here we are
just about the same
foggy little fella,
drowsy little dame.

Two Sleepy People
by dawn's early light,
and too much in love to say, 
""Good night."" ♥"
순수의 시절,이소라,"끝이 닳아버린 교복을 보며 
너도 많이 야위었다 힘겨워하던 밤
불안한 잠에 지친 얼굴을 보며 
나즈막히 숨죽여 노래 부르던 밤

끝도 없는 시험 속에 살고 있지만 
그렇게 작은 일에는 서럽게 눈물짓지 마
구속 같은 이 시간을 벗어 나오면 
새롭고 낯설은 딴 세상일 거야

문을 열어 저 어둡고 사납게 거친 하늘을 봐
아무도 도울 수 없어 나 혼자 일어서야 해
지금보다 더 힘들고 불안한 
삶의 표적들이 내게 다가와
잊지 말아 이 푸르름의 날들을

끝도 없는 시험 속에 살고 있지만 
그렇게 작은 일에는 서럽게 눈물짓지 마
구속 같은 이 시간을 벗어 나오면 
새롭고 낯설은 딴 세상일 거야

문을 열어 저 어둡고 사납게 거친 하늘을 봐
아무도 도울 수 없어 나 혼자 일어서야 해
지금보다 힘들고 불안한 
삶의 표적들이 내게 다가와
내 앞에 저 문을 열어 
어둡고 사납게 거친 하늘을 봐
아무도 도울 수 없어 나 혼자 일어서야 해
지금보다 더 힘들고 불안한 
삶의 표적들이 내게 다가와
잊지 말아 이 푸르름의 날들을"
My Romeo,이소라,"모든 주위의 반대 
 이길 수없는 어떤 허망함
 다른 누구도 안돼.. 
 어쩔 수없는 
 그댄 나의 로미오~
 My Romeo~ My Romeo~
 그래 이게 나의 비극인거야

 그대만 보는 이런 마음을 
 믿어주는 한 사람
 난 우리 만남을 어느 누구가 
 뭐라해도 괜찮아 
 우릴 묶어주는 말..
 사랑...

 아름다운 죽음이 
 의미가 될 수 없는거니까
 영화처럼은 안돼 
 불행하게도.. 
 그댄 나의 로미오~~
 My Romeo~  My Romeo~ 
 그래 이게 나의 비극인거야
 그대만 보는 이런 마음을 
 믿어주는 한 사람

 난 우리 만남을 
 어느 누구가 뭐라해도 괜찮아 
 우릴 묶어주는 말.. 사랑..

 나도 막을 수 없는 
 아무도 어쩔 수 없는 
 그댈 향한 마음을...

 늘 그대만 보는 이런 마음을 
 믿어주는 한 사람
 난 우리 만남을 
 어느 누구가 뭐라해도 괜찮아 
 우릴 묶어주는 말.. 
 사랑..."
처음 느낌 그대로 (이소라),장세용,처음 느낌 그대로 (이소라) - 장세용 / 두번째 기억
너에게 나를 바친다,이소라,"알고 있어 기횐 이번 한번이란 걸 
널 원하는 마음은 시간을 넘고 넘어 이렇게 
생각해봐 왜 이러는지 왜 너만 원하는지 
그렇게 채이고 또 다시 도전하는 기분을 
넌 아마 모르겠지만 

알고 있어 이번이 마지막이란걸 
조금만 다가와 내 얘길 들어주지 않을래 
말을 해봐 왜 안되는지 내가 싫은건지 
이렇게 긴 시간 붙잡고 늘어지는 사랑을 
넌 이해 못하겠지만 

이게 다 모두 한 사람 때문이야 
그게 너이기 때문이야 
다른 이유 없어 너에게 
나를 주고 싶어 너에게 
꼭 날 받아줘 
꼭 날 안아줘"
외톨이,이소라,"하늘을 덮은 크고 어두운 구름 위에 난 숨어 살고 있어요
검은 얼굴의 큰 사람들 손에 거짓 없는 혀가 잘려나갔죠
입뿐인 나는 오그라들은 심장의 소릴 듣고 자라왔어요
눈을 감으면 겁에 질린 나 
아무에게도 매만져 달란 말을 못해요

내 이름을 잘 보세요 내 이름 고아 
손을 펴면 텅 빈 거죽뿐이죠
그대 이름을 보세요 네 이름 고아 같은 얼굴의 나는 너 
날 믿나 안 믿나 물어볼까요

하늘을 덮은 크고 어두운 구름 위에 난 숨어 살고 있어요
검은 얼굴의 큰 사람들 손에 거짓 없는 혀가 잘려나가 말을 못해요
내 이름을 잘 보세요 내 이름 고아 손을 펴면 텅 빈 거죽뿐이죠
그대 이름을 보세요 네 이름 고아 같은 얼굴의 나는 너
잘 보세요 내 이름 고아 손을 펴면 텅 빈 거죽뿐이죠
그대 이름을 잘 보세요 네 이름 고아 같은 얼굴의 나는 너 
날 믿나 안 믿나 물어볼까요"
My Nymph,이소라,가사 준비중입니다...
사랑,이소라,"전에 몰랐었어 내 안에 있는 너
웃는 모습이 너무 깊어서 눈을 들수가 없어
때론 네게 안기고 싶어 내마음은 원하지만
잠자는 동안 다 사라져

심하게 비틀거리며 취한 얼굴 오늘 처음 봤지만
넌 그 모습보다 더 낯선 곳으로 가는걸
그때쯤 그때쯤 너 떠난뒤에 알겠지 
야위어 가는 내얼굴 그리움"
Turn Turn Turn,이소라,"To everything, turn, turn, turn 
There is a season, turn, turn, turn
And a time to every purpose under heaven

A time to be born, a time to die
A time to plant, a time to reap
A time to kill, a time to heal
A time to laugh, a time to weep

To everything, turn, turn, turn
There is a season, turn, turn, turn
And a time to every purpose under heaven

A time to build up, a time to break down
A time to dance, a time to mourn
A time to cast away stones
A time to gather stones together

To everything, turn, turn, turn
There is a season, turn, turn, turn
And a time to every purpose under heaven

A time of love, a time of hate
A time of war, a time of peace
A time you may embrace
A time to refrain from embracing♥"
꽃집아가씨,윤형주,"꽃집의 아가씨는 예뻐요
그렇게 예쁠수가 없어요
그녀만 만나면은
그녀만 만나면은
내 가슴울렁울렁거려
꽃집의 아가씨는 미워요
그렇게 미울수가 없어요
너무나 새침해서 너무나
새침해서 설레는
내 마음을 몰라요
예쁘고 예쁜 꽃들이
모두다 방실 웃느데
꽃보다 예쁜 그녀의 귀여운
그 얼굴만 언제나 새침해
어쩌다 한번만 웃으면
마음이 약한 나는 미쳐요
새빨간 장미보다 새하얀
백합보다 천배나
만배나 예뻐요

꽃집의 아가씨는 예뻐요
그렇게 예쁠수가 없어요
단들이 만나면은
단둘이 만나면은
너무나 상냥해요
꽃집의 아가씨는 미워요
그렇게 미울수가 없어요
남들이 보는앞엔
남들이 보는앞엔
얄밉게 쌀쌀해져요
한번만 보면
누구나 당장에 정들거예요
그러나 보진마세요
그녀가 없으면은
나 혼자는 못살아요
어쩌다 한번만 웃으면
마음이 약한 나는 미쳐요
새빨간 장미보다 새하얀
백합보다 천배나
만배나 예뻐요
천배나 만배나 예뻐요"
두 개의 작은 별,윤형주,"저 별은 나의 별
저 별은 너의 별
별빛에 물들은 밤같이 까만 눈동자
저별은 나의 별
저별은 너의 별
아침 이슬 내릴 때 까지

별이 지면 꿈도 지고
슬픔만 남아요
창가에 지는 별들의 미소
잊을 수가 없어요
저 별은 나의 별
저 별은 너의 별
별빛에 물들은 밤같이 까만 눈동자
저 별은 나의 별
저 별은 너의 별
아침 이슬 내릴 때까지
라라라라라라 라라라라라라
라라라라라라 라라라라라라

지는 겨울 눈 내리던 
창가에 앉아서
단둘이 남은 영원한 약속
잊을 수가 없어요
저 별은 나의 별
저 별은 너의 별
별빛에 물들은 밤 같이 까만 눈동자
저 별은 나의 별
저 별은 너의 별
아침 이슬 내릴 때까지
라라라라라라  라라라라라라
라라라라라라  라라라라라라
라라라라라라 라라라라라라
라라라라라라  라라라라라라"
우리들의 이야기,윤형주,"우리들의 이야기 - 윤형주
웃음 짖는 커다란 두 눈동자
긴 머리에 말없는 웃음이
라일락 꽃 향기 흩날리던 날
교정에서 우리는 만났소
밤하늘에 별 만큼이나
수 많았던 우리의 이야기들
바람같이 간다고 해도
언제라도 난 안 잊을 테요
비가 좋아 빗속을 거닐었고
눈이 좋아 눈 길을 걸었소
사람없는 찻집에 마주 앉아
밤 늦도록 낙서도 했었소
밤하늘에 별 만큼이나
수 많았던 우리의 이야기들
바람같이 간다고 해도
언제라도 난 안 잊을 테요
언제라도 난 안 잊을 테요
언제라도 난 안 잊을 테요"
조개껍질 묶어,윤형주,"조개 껍질 묶어 - 윤형주
조개껍질 묶어 그녀의 목에걸고
불가에 마주앉아 밤새 속삭이네
저멀리 달그림자 시원한 파도소리
여름밤은 깊어만가고 잠은 오질않네
랄랄 랄랄랄라 랄라랄 라랄랄라
랄랄 라랄랄 랄랄 랄랄 랄랄 라랄랄라
아침이 늦어져서 모두들 배고파도
함께 웃어가며 식사를 기다리네
반찬은 한두가지 집생각 나지만은
시큼만 김치만 있어주워도 내게는 진수성찬
랄랄 랄랄랄라 랄라랄 라랄랄라
랄랄 라랄랄 랄랄 랄랄 랄랄 라랄랄라
밥이 새카맣게 타버려 못먹어도
모기가 밤새물어도 모두들 웃는얼굴
암만 생각해도 집에는 가야할텐데
바다가좋고 그녀가 있는데 어쩔수가 없네
랄랄 랄랄랄라 랄라랄 라랄랄라
랄랄 라랄랄 랄랄 랄랄 랄랄 라랄랄라
랄랄 랄랄랄라 랄라랄 라랄랄라
랄랄 라랄랄 랄랄 랄랄 랄랄 라랄랄라
랄랄 랄랄랄라 랄라랄 라랄랄라
랄랄 라랄랄 랄랄 랄랄 랄랄 라랄랄라"
어제 내린 비,윤형주,"어제는 비가 내렸네
키작은 나뭇잎새로
맑은 이슬 떨어지는데
비가 내렸네
우산쓰면 다니는 길은
몸하나야 가리겠지만
사랑의 빗물은 가릴수없네

사랑의 비가내리네
두눈을 꼭감아도
사랑의 비가 내리네
비를 막아도
쉬지않고 비가 내리네
눈물같은 사랑의 비가
피곤한 내몸을 적셔다오...


조그만 길가 꽃잎이
우산없이 비를 맞더니
지난밤 힘든 꿈속에
활짝 피었네
밤새워 창을 두드린
간절한 나의 소리여
사랑의 비야 적셔다오...


사랑의 비야 적셔다오
젹셔다오..."
바보,윤형주,"오랫만에 그녀가 보내 온
짧다란 사연 하나
이젠 다시 볼수가 없어요
당신을 떠나 갑니
설마 나를 두고 갈까
다신 못 만날까
네가 그렇게도 좋아
이 세상이 모두 네꺼 다 하더니
하고픈 말 아직도 많은데
언제나 전해 줄까
바보 같이 눈물이 뺨위로
자꾸만 흘러 내리네
설마 나를 두고 갈
다신 못 만날까
네가 그렇게도 좋아
이 세상이 모두 네꺼다 하더
하고픈 말 아직도 많은데 언제나
전해 줄까 바보 같이 눈물이
뺨위로 자꾸만 흘러 내리네
자꾸만 흘러 내리네
자꾸만 흘러 내리네"
하얀 손수건,윤형주,"헤어지자 보내온 그녀의 편지속엔
곱게 적어 함께 부친 하얀 손수건
고향을 떠나올 때 언덕에 홀로 서서
눈물로 흔들어 주던 하얀 손수건
그때의 눈물 자위 사라져 버리고 
흐르는 내 눈물이 그 위을 적시네
헤어지자 보내온 그녀의 편지속에 
곱게 적어 함께 부친 하얀 손수건
고향을 떠나올 때 언덕에 홀로 서서
눈물로 흔들어 주던 하얀 손수건
그때의 눈물 자위 사라져 버리고 
흐르는 내 눈물이 그 위을 적신다"
꽃집아가씨,윤형주,"꽃집의 아가씨는 예뻐요 그렇게 예쁠 수가 없어요
그녀만 만나면은 그녀만 만나면은 내가슴 울렁울렁 거려
꽃집의 아가씨는 미워요 그렇게 미울 수가 없어요
너무나 새침해서 너무나 새침해서 설레는 내마음을 몰라요
예쁘고 예쁜 꽃들이 모두다 방실 웃는데
꽃보다 예쁜 그녀의 귀여운 그얼굴만 언-제나 새-침해
어쩌다 한-번만 웃으면 마음이 약한 나는 미쳐요
새빨간 장미보다 새하얀 백합보다 천배나 만-배나 예뻐요

간 주 중

꽃집의 아가씨는 예뻐요 그렇게 예쁠수가 없어요
단둘이 만나면은 단둘이 만나면은 너무나 상-냥-해요
꽃집의 아가씨는 미워요 그렇게 미울수가 없어요
남들이 보는앞엔 남들이 보는앞엔 얄밉게 쌀-쌀-해져요
한번만 보면 누구나 당장에 정들거예요
그러나 보진 마세요 그녀가 없으면은 나혼자는 못살아요
어쩌다 한-번만 웃으면 마음이 약한 나는 미쳐요
새빨간 장미보다 새하얀 백합보다 천배나 만-배나 예뻐요
천배나 만-배나 예뻐요"
두개의 작은 별,윤형주,"저 별은 나의 별 
저 별은 너의 별 
별빛이 물들은 
밤 같이 까만 눈동자 
저 별은 나의 별 
저 별은 너의 별 
아침이슬 내릴 때까지 
별이 지면 꿈도 지고 
슬픔만 남아요 
창가에 피는 
별들의 미소 
잊을 수가 없어요 
저 별은 나의 별 
저 별은 너의 별 
별빛이 물들은 
밤 같이 까만 눈동자 
저 별은 나의 별 
저 별은 너의 별 
아침이슬 
내릴 때까지 
지난 겨울 눈 내리던 
 
창가에 앉아서 
단둘이 나눈 
영원한 약속 
잊을 수가 없어요 
저 별은 나의 별 
저 별은 너의 별 
별빛이 물들은 
밤 같이 까만 눈동자 
저 별은 나의 별 
저 별은 너의 별 
아침이슬 내릴 때까지 
저 별은 나의 별 
저 별은 너의 별 
별빛이 물들은 
밤 같이 까만 눈동자 
저 별은 나의 별 
저 별은 너의 별 
아침이슬 
내릴 때까지"
우리들의 이야기,윤형주,"우리들의 이야기 - 윤형주
웃음 짖는 커다란 두 눈동자
긴 머리에 말없는 웃음이
라일락 꽃 향기 흩날리던 날
교정에서 우리는 만났소
밤하늘에 별 만큼이나
수 많았던 우리의 이야기들
바람같이 간다고 해도
언제라도 난 안 잊을 테요
비가 좋아 빗속을 거닐었고
눈이 좋아 눈 길을 걸었소
사람없는 찻집에 마주 앉아
밤 늦도록 낙서도 했었소
밤하늘에 별 만큼이나
수 많았던 우리의 이야기들
바람같이 간다고 해도
언제라도 난 안 잊을 테요
언제라도 난 안 잊을 테요
언제라도 난 안 잊을 테요"
그리움,윤형주,"우~~~우~~~~
강물에 띄워 본 나의 사랑은
지금쯤 당신 곁에 닿았을까
밤마다 내 마음 날개 되어
잠자는 당신 곁에 날아가오
It's summer's tomorrow
but what can I do
your kiss is all that tell me
that you love me don't true
I love you forever
this star is to shine
oh sunday darling that 
you are always reminder
떠난다 슬퍼도 눈 감으면
조용히 밀려오는 파도처럼
밤마다 들리는 당신 소리
이 밤도 그리워서 지새웠소
It's summer's tomorrow
but what can I do
your kiss is all that tell me
that you love me don't true
I love you forever
this star is to shine
oh sunday darling that
you are always reminder"
비 바람 그녀,윤형주,"비 바람 불어 무서운 이 한밤이면
그녀는 무서워 잠 못 이룰거야
꿈속에 만나 이유를 물으면
그녀는 반가와 눈물 질까
어둠속에서 그녀를 달래어 주고
나는 꿈속에서 돌아 올거야
꿈속에 만나 이유를 물으면
그녀는 반가와 눈물 질까
어둠속에서 그녀를 달래어주고
나는 꿈속에서 돌아 올거야
돌아 올거야 돌아 올거야"
퐁당퐁당,윤형주,
바보,윤형주,오랫만에 그녀가 보내온 짧다란 사연하나                                   이젠 다시 볼수가 없어요. 당신을 떠나갑니다.                                                                                      **설마 나를 두고갈까  다신 못 만날까                                      내가 그렇게도 좋아 이세상이 모두 내것같다더니                         하고픈말 아직도 많은데 언제나 전해줄까                                   바보같이 눈물이 뺨위로 자꾸만 흘러내리네.                               **(한번더)                                                                           자꾸만 흘러내리네.
어제 내린비,윤형주,"어제 내린 비 - 윤형주
어제는 비가 내렸네
키작은 나뭇잎새로
맑은이슬 떨어지는데
비가 내렸네
우산쓰면 내리는 비는
몸하나야 가리겠지만
사랑의 빗물은 가릴 수 없네
사랑의 비가 내리네
두 눈을 꼭 감아요
사랑의 비가 내리네
비를 맞아도
쉬지 않고 비가 내리네
눈물같은 사랑의 비가
피곤한 내 몸을 적셔다오
조그만 길가 꽃잎이
우산없이 비를 맞더니
지난밤 깊은 꿈속에
활짝 피었네
밤새워 창을 두드린
간절한 나의 소리여
사랑의 비야 적셔다오
사랑의 비야 적셔다오"
님의 모습,윤형주,"님의 모습 (김세환) - 윤형주
입을 열까 말을 할까 한참이나 망설이다
헤어질 땐 눈으로만 내 마음을 전해줬오
돌아서 눈 감으면 피어나는 님의 얼굴
잊으려 눈을 뜨면 사라지는 님의 모습
가슴 속에 맺힌 말을 만날 때만 고대하고
헤어질 때 못다한 말 또 만날 때 기다리네
돌아서 눈감으면 피어나는 님의 얼굴
잊으려 눈을 뜨면 사라지는 님의 모습
돌아서 눈 감으면 피어나는 님의 얼굴
잊으려 눈을 뜨면 사라지는 님의 모습"
우리들의 이야기,윤형주,"웃음짓는 커다란 두눈동자 긴머리의 말 없는 웃음이 
라일락꽃 향기 흩날리던 날 교정에서 우리는 만났소
밤하늘에 별만큼이나 수많았던 우리의 이야기들
바람같이 간다고해도 언제라도 난 안잊을테요

비가 좋아 빗속을 거닐었고 눈이 좋아 눈길을 걸었소
사람없는 찻집에 마주앉아 밤늦도록 낙서를 했었소
밤하늘에 별만큼이나 수많았던 우리의 이야기들
바람같이 간다고해도 언제라도 난 안잊을테요
언제라도 난 안잊을테요"
내일 일은 난 몰라요,윤형주,"1.내일 일은 난 몰라요 하루하루 살아요
  불행이나 요행함도 내 뜻대로 못해요
  험한 이 길 가도가도 끝은 없고 곤해요
  주님 예수 팔 내미사 내 손 잡아주소서
  내일 일은 난 몰라요 장래 일도 몰라요
  아버지여 날 붙드사 평탄한 길 주옵소서

2.만왕의 왕 예수께서 이 세상에 오셔서
  만백성을 구속하니 참 구주가 되시네
  순교자의 본을 받아 나의 믿음 지키고
  순교자의 신앙따라 이 복음을 전하세
  불과 같은 성령이여 내 맘에 항상 계셔
  천국가는 그 날까지 주여 지켜 주옵소서"
사랑스런 그대,윤형주,"자~ 이제 안녕하며 돌아서야지
마치 아무일도 없던 것 처럼
자~ 이제 안녕하며 돌아서야지
하나도 슬프지 않은 것 처럼
뛰어가지마 뛴다고 잊어지나
조용히 조용히 걸어가야해
뛰어가지마 뛴다고 잊어지나
우리가 걷던것 처럼 걸어가야해
아무것도 모르는 사랑스런 그대
내마음도 모르는 사랑스런 그대
아무것도 모르는 사랑스런 그대
내마음도 모르는 사랑스런 그대

자~ 이제 안녕하며 돌아서야지
마치 아무일도 없던 것 처럼
자~ 이제 안녕하며 돌아서야지
하나도 슬프지 않은 것 처럼
뛰어가지마 뛴다고 잊어지나
조용히 조용히 걸어가야해
뛰어가지마 뛴다고 잊어지나
우리가 걷던 것처럼 걸어가야해
아무것도 모르는 사랑스런 그대
내마음도 모르는 사랑스런 그대
아무것도 모르는 사랑스런 그대
내마음도 모르는 사랑스런 그대

아무것도 모르는 사랑스런 그대
내마음도 모르는 사랑스런 그대"
어제 내린 비,윤형주,"어제는 비가 내렸네 키작은 나뭇잎새로
맑은 이슬 떨어지는데 비가 내렸네
우산쓰면 내리는 비는 몸하나야 가리겠지만
사랑의 빗물은 가릴 수 없네

사랑의 비가 내리네 두 눈을 꼭 감아도
사랑의 비가 내리네 귀를 막아도
쉬지않고 비가 내리네 눈물같은 사랑의 비가
피곤한 내몸을 적셔다오

조그만 길가 꽃잎이 우산없이 비를 맞더니
지난밤 깊은 꿈속에 활짝 피었네
밤새워 창을 두드린 간절한 나의 소리여
사랑의 비야 적셔다오 사랑의 비야 적셔다오
적셔다오"
비와 나,윤형주,"언제부터 이 비가 내리기 시작했을까 
언제부터 이 빗속에 내가 서 있었을까 

노을에 물들은 구름처럼 꿈 많은 소녀 
꿈 찾아 꿈을 찾아 저 멀리 떠나 버렸네 

태양을 보며 약속했었지 
언제까지나 길동무 되자고 

눈물처럼 내 뺨엔 빗물이 흘러 내리고 
내가 왜 혼자서 이 빗속에 울고 있을까"
예수님이 말씀하시니,윤형주,
바보,윤형주,"바보 - 윤형주
오랫만에 그녀가 보내온
짧다란 사연 하나 (사연하나)
이젠 다시 볼 수가 없어요
당신을 떠나갑니다
설마 나를 두고 갈까
다신 못만날까
내가 그렇게도 좋아
이 세상이 모두 같다더니
하고픈 말 아직도 많은데
언제나 전해줄까 (전해줄까)
바보같이 눈물이 뺨위로
자꾸만 흘러내리네
간주중
설마 나를 두고 갈까
다신 못만날까
내가 그렇게도 좋아
이 세상이 모두 내꺼 같다더니
하고픈 말 아직도 많은데
언제나 전해줄까 (전해줄까)
바보같이 눈물이 뺨위로
자꾸만 흘러내리네
자꾸만 흘러내리네
자꾸만 흘러내리네"
